City,Population
Hallebourg,
Edgeworth,
Yonker,
Clarkson,
Cow Head,
Ranfurly,
Saint-Isidore-de-Bellevue,
Shipshaw,
Lumby,1625
Oxdrift,
Hawk Lake,
Port Harrison,
Shere,
Ardmore,
Saint-Francois-du-Lac,
Aylesford,
Donnaconna,
Millerton,
Sainte-Hénédine,
Wadhope,
Clinton,
Halfmoon Bay,
New Albany,
Oak Lake,
Paint Hills,
Kinmount,
Salmon Valley,
Snare Lakes,
Ayton,
Dunblane,
Mohawk,
Garth,
Grey Islands Harbour,
Saint-Ludger,
Caledon,
Stony,
Taschereau,
Kerleys Harbour,
Stephenville,6278
Gordon Landing,
Pennfield,
Rocky Point,
Havre Boucher,
King Kirkland,
Clondyke,
Albany,
Wawanesa,
Sooke,6145
Yellow Grass,
Leslieville,
Parkbeg,
Saint-Georges-Ouest,
Wadena,1319
Saint-Paul-de-Montminy,
Saint Simon,
Riverbend,
Westlock,5067
Marshy Hope,
Millertown Junction,
Sachs Harbour,
Red Rock,
Kildonan,
Brower,
Lynn Creek,
Alpen Siding,
Westholme,
Middle Arm,
Revelstoke,7533
Warman,3252
Fellers Heights,
Granby,53979
Netashquan,
Morell,
Port Rowan,
Reward,
Rivière-des-Prairies,
Sicamous,2732
Fisher,
Port Elgin,7147
Kingait,
Armley,
Bathurst,18179
Lumsden,
Saint Andrews,
Strathclair,
Lemieux,
Saint-Tite-des-Caps,
Rennie,
Saint-Maxime,
Price,1830
Saint-Paul,
Quesnel,13788
Sandy Narrows,
Kimberley,6513
Nunnulla,
Pipestone,
Brockville,23887
Grand'Mere,
Poncet,
Danville,1761
Baie-d'Urfe,
Pointe-Bleue,
Desbiens,1147
Frains,
Frenchman Cove,
Holman Island,
Buffalo,
Kamloops,68715
Klondike,
Larrys River,
Wellington,
Chard,
Dawson Creek,10802
Fauquier,
Walpole,
Cachalot,
Verchères,4030
Lucknow,1275
Maymont,
Mud River,
Eriksdale,
Eastview Centre,
Latchford,
Stony Rapids,
Kangerthialuksoak,
Saint-Joseph-de-Ham-Sud,
Hooping Harbour,
Medstead,
Saint-Zacharie,
Elmira,8614
Winterton,
Lac Humqui,
Northgate,
Strathmore,10009
Willet,
Lac-Sainte-Thérèse,
Nadu River,
Shawanaga,
Hanley,
Krydor,
Dalton Post,
Terenceville,
Elbow,
Point Leamington,
Six Mile Creek,
Hylands Post,
Paradise Hill,
Brighton,5152
Routhierville,
Bathurst Inlet,
Cambridge,
Musgrave Town,
Port McNeill,
Mirror Landing,
Bissett,
Onion Lake,
Saint-Jean-Baptiste,
Edwand,
Ensign,
Stanton,
Thedford,
Unity,2096
Vernon,47275
Quorn,
Perron,
Stirling,
Ayr,3841
East Lehave,
Foothills,
Fort Vermilion Chutes,
Milner Ridge,
Revenue,
Canora,2055
Cap-de-la-Madeleine,
Coral Harbour,
Saint-Joseph-de-la-Rivière-Bleue,
Taft,
Austin,
Benton Station,
Moose Jaw,32166
Oskelaneo,
Pickering,
Queenston,
Severn Bridge,
Cherry Point,
East Poplar,
Taylor,
Trenton,
Seal Cove,
Rosyth,
Renews,
Amos,10435
Nig Creek,
Hunts Inlet,
New Hazelton Station,
Forrestville,
Greens Harbour,
Leading Tickles,
Victoriaville,34426
Wadhams,
Riverton,
Thamesville,
Mazama,
Côte,
Devon,5225
Grassland,
Brûlé Lake,
Queenstown,
Alba Station,
Scarborough,
Sainte-Adèle,5467
Winkler,8270
Sunset Prairie,
Burns Lake,2635
Sainte Genevieve,
Low Bush,
Needles,
Nippers Harbour,
Nokomis,
Pass Lake,
Whitkow,
Alameda,
Robertson,
Wellington Station,
Cargill,
Port Severn,
Elmira,
Harbour Grace,
London,346774
Caughnawaga,
Truro,20650
Coteau Station,
Pelletier Station,
Cape Tormentine,
Gogama,
Britannia,
Sorel,33591
Brandon,26234
New Hamburg,
Pool's Island,
Southern Bay Station,
Kootenay Landing,
Glenwoodville,
Factory River,
Les Saules,
Bonnyville Beach,
Brookfield,
Sherwood Park,
Martin River,
Moose Factory,2060
Wollaston Lake Post,
Kedgwick,1146
Otter Creek,
Criss Creek,
Ogema,
Morin Creek,
L'Isletville,
Dubois,
Freedom,
Plessisville,7186
Little Harbour,
Foymount,
Saint-André-de-Kamouraska,
Manitouaning,
Rexton,
Coyle,
Sovereign,
Hardisty,
Namao,
Rochfort Bridge,
Fort Wrigley,
Lac La Ronge,
Beloeil,43016
Bonnyville,6003
Kakisa,
Lemsford,
Fox Valley,
Thron-diuck,
Green Lake,
Leaf River,
Saint-Jude,
Point May,
Noral,
Rocky Mountain House,6527
Bolkow,
Tulameen City,
Cumberland Bay,
Casummit Lake,
Chemainus,2718
Englee,
Nitwanga,
Lindsay,
Red Deer Hill,
New Osgoode,
Peachland,1305
Pelican Rapids,
Springwater,
Crossfield,2512
Highrock,
Hudson,
Wabun,
Saint-Pascal,2465
Shawville,1608
Boischatel,
Clark City,
Grand Bruit,
Lachford,
Green Court,
Bretona,
Hemmingford,
Lyster,
Nedlung,
Big Beaver,
Atikup,
Goodsoil,
Minstrel Island,
Resolute,
Inglewood,
Kemnay,
Edgewood,
Saint-Marc-des-Carrières,2358
Scotia Bay,
Shabaqua,
Vonda,
Clyde River,
Delisle,
Forest Lawn,
Shimik,
Baie Verte,
Sandwich,
Trois-Lacs,
Pound Cove,
Mont-Royal,
Notre-Dame-du-Portage,
Shoal Lake,
Malartic,3710
Climax,
Bobcaygeon,3015
Saint-Charles-des-Grondines,
Garson,
Grindrod,
Dorset,
Claresholm,3808
Dog Creek,
Tapkok Point,
Three Lakes,
La Salle,
Petitcodiac,
English Brook,
Sherridon,
Klemtoo,
Severn,
McDame Creek,
Cowansville,10888
Kirkland,
Mary's Harbour,
Morien Bay,
Wrixon,
Pubnico,
Vanrena,
Rivière-Bois-Clair,
Port Hope Simpson,
Junor,
Saint Vincent,
Cassils,
Doussal,
Spondin,
Vermilion,4151
Villers,
Vilna,
Pointe-Canot,
Beaufort,
Bow River,
Cando,
Clear Prairie,
Collins,
Millet,2142
Shalalth,
Port-Cartier,5851
Loomis,
Indian Head,1642
Halleybury,
Springhouse,
Muddy Bay,
Teeswater,1171
Saint Guillaume,
Seebe,
Saint-Malo,
Glenwood,
Antigonishe,
Adams Landing,
Bolsdale,
New Harbour,
Viking,1106
Woodside,
Saint Hilaire Village,
Torrington,
Eholt,
Harricanaw Ouest,
Magnetawan,
Port Dalhousie,
Four Corners,
Kiosk,
La Tabatière,
Loon River,
Hines Creek,
Mountain View,
Saint-Charles,
Bellevue,
Golden Prairie,
Smith,
Flin Flon,6002
Tête Jaune,
Owlseye Lake,
Timmins,32901
Turner,
Cape Onion,
Quilchena,
Alpen,
Edmundston,17937
Lucky Lake,
Deep River,4296
Emsdale,
River of Ponds,
Truax,
Ham,
Main Centre,
Clarkes Harbour,
Crediton,
Doating Cove,
Valcourt,2451
Weenusk,
Sable River,
Arrowhead,
Newmarket,
Hebron,
Duchess,
Eganville,1299
Langlais,
Mehan,
Carrick,
Gerrard,
Borden,
Brocket,
Hare Island,
Anjou,
Kittigazuit,
Little Fort,
Metchosin,
Nakina,
Nisku,
Alkali Lake,
Ocean Falls,
Princeton,2706
Watford,1716
Swan River,4198
Campbellton,
Combermere,
Chelan,
Fairview,3312
Wardner,
Field,
Fort Kent,
Goodwater,
Jackson Arm,
Kensington,1424
New Westminster,
Moberly Lake,
Port Alberni,21282
Simmie,
Morden,6395
Pakenham,
Port Hardy,4628
French Village,
South Roxton,
Utterson,
Niagara,
Teepee,
Point Lance,
Port Saint Servain,
Rapid View,
Sainte-Cécile-de-Masham,
Salmon Bay,
Chiverie,
Skiff,
Wako,
Notre-Dame-du-Lac,1545
Chisholm Mills,
Fiedmont,
Saint-Gabriel,2901
Tionaga,
Fort Hall,
Rollet,
Sainte Anne-des-Chênes,
Amqui,5117
Boisdale,
Bracken,
Ridgetown,3547
Notikewin,
Wardlow,
Superb,
Watson Lake,
L'Isle-Verte,
Kaslo,
Keewatin,
Van Bruyssel,
Parent,
Mafeking,
Ingramport,
Stewart River,
Cameron Falls,
Long Point,
Edson,7975
Mansons Landing,
Tyrone,
Vallican,
Bede,
Kegashka,
Paddockwood,
Tangent,
Beauceville,4480
Loretteville,
Annaville,
Bay Bulls,
Port Belmont,
Richard,
Saint François Xavier,
Spy Hill,
Farnham,6061
Apex,
Noralee,
Trinity Bay,
Village-des-Hurons,
Westbank,
Sacré-Coeur-Saguenay,
Pritchard,
Elkhorn,
Elko,
Fort Assiniboine,
Fort Resolution,
Aleza Lake,
Skownan,
Spring Valley,
Strasbourg,
Saint-Henri,
Sept-Îles,22582
Saint Louis de Kent,
Shelter Bay,
Delaire,
Bainbridge,
Canaan Station,
Cumberland,
Kerrobert,1038
Lochalsh,
Alonsa,
Hamiota,
Brechin,
Gowganda,
Jansen,
Pine Point,
Granville,
Egnell,
Linière,2167
Apex Hill,
Paulatuk,
Penzance,
Port Alice,
Beach Point,
Qu'Appelle,
Duparquet,
Bowser,
Springburn,
Usk,
Oona River,
Tuktoyaktuk,978
Oban,
Alida,
Whitworth,
Port Morien,
Surf Inlet,
Coboconk,
Jellicoe,
Sorrento,
Sainte-Agathe,
Millbrook,1550
North Burnaby,
Saint-Joseph-d'Alma,
West Passage,
Comuck,
Evansville,
Buffalo,
Lionhead,
Key Junction,
Trout Mills,
Spaniards Bay,
Saint-Pamphile,
Minnitaki,
9zenic View,
Parry Sound,6469
Notre-Dame-du-Laus,
Port Rexton,
Rockland,9023
Root Portage,
Berens River,
Enterprise,
South Branch,
Burks Falls,
Didyme,
Elgin,
Hawkeye,
Beaual,
Belloy,
Otterburne,
Rimbey,2227
Glen Kerr,
Codette,
Fort Good Hope,
Fort Babine,
Rapide-Blanc,
Bay Saint Lawrence,
Aillik,
Dorintosh,
Gillies Limit,
Flat Island,
Hargrave,
Garrick,
Govan,
Swift Current,
Vandry,
Whitewater,
Wymark,
Kittigagzyt,
Sally Cove,
Port Blandford,
Norwood,1746
Goodlands,
Plate Cove,
Shenacadle,
Thompson Lake,
Castor,
Estcourt,
Abbotsford,
Nodales,
White Lake,
Menisino,
Mont-Tremblant,
Saint Peters,
Westbourne,
Elora,
Saint-Hyacinthe,50327
Cape Chatte,
Colvilletown,
Markham,
Gethsémani,
Hootalinqua,
Novar,
Plamondon,
Shoal Cove,
Chauvin,
Duck Lake,
Dallas,
Port Hastings,
Pouce Coupé,
Recontre East,
Cedoux,
Fort Halkett,
Hotchkiss,
Laval,
Drinkwater,
Rodney,1164
Barclay,
Ilford,
Moor Lake Station,
Owl River,
Keno,
Alliance,
Bacotville,
Great Central,
Maitland,
Isle-Maligne,
Mundare,
Petite,
Cinema,
Fortierville,
Arichat,
Egnelle,
Mildmay,1258
Shelburne,1939
Southend,
Sound Island,
Rimouski,38420
Streetsville,
Herschel Island,
Chester,1531
Havelock,
Ashcroft,1796
Excel,
Mudie Lake,
Moha,
Goose,
Morson,
Oak Bay,
Obed,
Airdrie,24673
Coaticook,7021
Ernfold,
Grand Narrows,
Havre-Aubert,
Malachi,
Montague,2005
Saint Davids,
Waugh,
Northland Station,
Authier,
Brig Bay,
Flowers Cove,
South Baymouth,
Long Branch,
New Denver,
Saint Bernards,
Searchmont,
Lourdes-des-Blanc-Sablon,
Chip Lake,
Fusilier,
Villeneuve,
Chicoutimi-Nord,
Peakes,
York Harbour,
Berthier-sur-Mer,
Dalhousie West,
Sackville,2891
Mitimatilik,
Cecil Lake,
Gloucester,
Ferland,
Guigues,
Saint-André-Avellin,1868
Stamford,
Saint-Timothée,
Benalto,
Gatineau,
Gascons,
Elliston Station,
Spearhill,
Fort Rae,
North West Arm,
Laval-des-Rapides,
Grenfell,997
Sanctuary,
North Bend,
Pipoon,
Sintaluta,
Michipicoten Harbor,
Grand Valley,1856
Port Borden,
Rivière-au-Tonnerre,
Saint-Léonard,
Cranbrook,18610
Tuxedo,
Cupar,
Isachsen,
Anse au Loup,
Hinton,9889
Canal Flats,
Killam,1056
Hindon,
Saint-Jean-de-Boischâtel,
Wandering River,
Melita,1167
Penticton,37721
Redwater,2284
Saint Côme,
Thompson,12467
Marystown,4558
Estaire,
Usherville,
Sainte-Angèle,
Wagner,
Wager Bay,
Salt River,
Fernie,5019
Blackie,
Lac-Meach,
Sault Sainte Marie,63967
Copper River,
Komoux,
Batteau,
Logan Lake,2190
Baddeck,
Lawn,
Birch Hills,
Reindeer,
Hauy Township,
Oungre,
Big Barachois,
Drinkwater,
Carcross,
Eureka,
Narrow Lake,
Jans Bay,
Rolla,
Lower Southampton,
L'Ascension,
Nezah,
Orangedale,
Refuge Cove,
Sussex,4048
Husavick,
Sombra,
Trout Lake,
Vermilion Bay,
Wembley,1574
Freshwater,
Harmon Valley,
Red Bay,
Kamsack,1877
Kluahne,
Lousana,
Port Maitland,
Mattawan,
Minaki,
Coleville,
Duncan,22199
Redwater,
Mimico,
Qualicum Beach,
Tenycape,
Meacham,
Caplan,
Cowell,
Big Creek,
Maple Ridge,
Montreal,3268513
One Hundred Mile House,1737
Scandia,
Big Sandy,
Bengough,
Harbour Buffet,
Abee,
Fraser,
Kekertuk,
Whiskey Gap,
Domino Harbour,
Heart's Desire,
Nahlin,
Meath Park,
Les Etroits,
Nickadow,
Loverna,
Tweed,1626
Carp,
Portugal Cove South,
Brazil Lake,
Watrous,1689
Landrienne,
Champcoeur,
Dalhousie Road,
Antigonish,5003
Saint-Henri-de-Taillon,
Cowichan Bay,
Noelville,
Neguac,
Aurora,
Batiscan,
Alexander Bay Station,
Havelock,1403
Lake Alma,
Atlin,
Borden-Carleton,
Charlottetown,
Gleichen,
Hubbards,
Birtle,
Nanticoke,24732
Split Lake,
Carmacks,
Tacks Beach,
Prince George,65558
Beloud Post,
Milton,
Pointe de Chene,
Auteuil,
Albright,
Anahim Lake,
Clair,
Hamlin,
Rivière-Blanche,
Turbine,
Brancepeth,
Helina,
Pakan,
Athalmer,
Bold Point,
Pugwash Junction,
Island Falls,
Holyrood,
Keswick Station,
Lettonia,
Nanaimo,84906
Saint-Eustache,
Stittsville,
Verwood,
Ferryland,
Manola,
Notre-Dame-de-Rimouski,
Pefferlaw,
Rang-Saint-David,
Sarrail,
McGregor,
Snug Cove,
Young,
Enilda,
Okanogan,
China Hat,
Digby,2052
Edgar,
Haileybury,10991
Nemegos,
Saint-Siméon,
Saint John's,
Rosswood,
Two Hills,1147
Nicholson,
Kangerjuaq,
Kimmirut,
Ville-la-Salle,
Palmerston,2660
Welden,
Lazare,
Rockport,
Sarawak,
Saint Marys,6647
Lang,
Cranberry Portage,
Eastmain,
Crystal Beach,7062
Haley Station,
Minto Bridge,
Pierson,
Bear Flat,
Mission City,
Saint-Michel-des-Saints,1835
Weedon,
Change Island,
Coral Rapids,
Griffon,
Pointe-à-Maurier,
Sidney,
Cartwright,
Deschaillons,
Kangiqtiniq,
Eaglesham,
Pinchi,
Wrigley,
Ludgate,
Bartibogue Station,
Five Islands,
Laporte,
Oliver,4647
Saint Marys,
Stanmore,
Meach Lake,
New Liskeard,
Saint-Agapitville,
Watson,
Atikokan,3760
Ayers Cliff,
Albany Station,
Ninette,
Saint Quentin,2207
Penn,
Boat Basin,
Sutton,
Lumsden,1477
Sagawitchewan,
Saint Julien,
South Junction,
Mabel Lake,
New Hazelton,
Canso,
Emerald,
Murray Harbour,
Grand Falls,
Saint-Césaire,3175
Spragge,
Duffield,
Lesueur,
Pointe-de-l'Eglise,
Hampton,2637
Brabant,
Cherhill,
Great Barasway,
Ahousat,
Amherstburg,11459
Andrew,
Mountain Grove,
Beaver Lake,
Briereville,
Middleton,1680
Semans,
Merville,
Sacré-Coeur,
Sainte-Félicité,
Camp Borden,
Holton Harbour,
Ferintosh,
Naujat,
Chase,2471
East Advocate,
Bassano,1388
Saint Brendans,
Athol,
Proctor,
Folly Lake,
Nobleford,
Harty,
Key Harbour,
Norgate,
Saint-Charles-sur-Richelieu,
Latimer,
Matapedia,
Ootsa Lake,
Rivière-la-Madeleine,
Fort-Mackenzie,
Westholm,
Comax,
Lawnhill,
Blubber Bay,
Rouyn,
Sully,
Klukshu,
Neoskweskau,
Porter,
South Road House,
Richards Landing,
South Maitland,
Prospect,
Saint Kyrans,
Bromptonville,
Holyoke,
Barons,
Stenen,
Skeena,
Campbell River,33430
Coe Hill Mines,
Deer Lake,4163
Harbour Deep,
Saint-Bruno-Lac-Saint-Jean,
Lotbinière,
Malakwa,
Villeroy,
Takhini,
Schumacher,
Benito,
Barrhead,4430
Depot Harbour,
Fort Conger,
Abord â Plouffe,
Kinley,
Milo,
Pierrefonds,
Caramat,
Dalton,
Garson Mine,
Granthams Landing,
Isle aux Morts,
Bigwood,
Bordeaux,
Osborne,
Pavilion,
Mabou Harbour,
Defot,
La Have,
Baldur,
Wyoming,2324
Châteauguay-Centre,
Hagensborg,
Havre-Saint-Pierre,2966
Meander River,
Saint-Chrysostome,
Scotswood,
Saint Antione,
Milton West,
Caplin Cove,
Carmanville,
Cardigan,
Greenfield Park,
Westport,
Hussar,
Hudson Bay,1661
Saint Andrews,
South River,1193
North Star,
Stonehaven,
Halifax,266012
Casselman,3074
Swanson,
Talmage,
Norembega,
McDame,
Porter's,
Port Stanley,2663
Rivière Madeleine,
Muncey,
Red Island Harbour,
Saint-Charles,
Huntingdon,2865
Kelso,
Silver Islet,
Crystal City,
Fitgerald,
Glenboro,
Packs Harbour,
Red Island,
Lévy,
Enterprise,
Georges River,
Mawer,
Montgomery,
Lafontaine,
Acadia Valley,
Copper City,
Lucan,2123
Venison Tickle,
Cannington,2120
Cortes Bay,
Atlee,
Lake Lenore,
Deer Harbour,
Deux-Montagnes,
Petite-Anse,
Bergen,
Saint Evariste Station,
Plunkett,
Bartletts Harbour,
Robinsons,
Fort Albany,
Placentia,
Richelieu,
Canyon City,
Cacouna,
Goodfish Lake,
Inklin,
Tuxford,
Creston,4816
Fortune Harbour,
Grande Prairie,41463
Hindon Hill,
English Harbour West,
Whites Brook,
Bearskin Lake,
Bellakula,
Kent Junction,
Hythe,
Meductic,
Chute-aux-Outardes,2000
McMasterville,
North Vancouver,
Battle Harbour,
Pelly Bay,
Turner Valley,
Yarker,
Montmagny,9645
Pelican Portage,
Glencoe,2273
Indian Harbour,
Alliford Bay,
Chitek,
Clinton,3292
Fort Vermillion,
Haliburton,
Isle-Morte,
Michipicoton,
Mossbank,
Spence Bay,
Bernard,
Osoyoos,4314
Sunnyside,
Tununiq,
Bath,
West Kildonan,
Shippegan,
Mount-Royal,
Kitwanga,
Lakeburn,
Magrath,2095
Glenburnie,
Cornwall,2272
Millhaven,
Sillery,
Therien,
Abbey,
Minden,
Boston Creek,
Handsworth,
Magnet,
Standhope,
Rose Lake,
Lenore,
Authier-Nord,
Cape Broyle,
Gallows,
Webbwood,
Gray Creek,
Laverlochère,
Ponds,
Dawson,
Hopkins Landing,
North Kamloops,
Burwash Station,
Field,
Tracadie,
Vauban,
Megantic,
Québec-Ouest,
Humboldt,4822
Rivière-du-Moulin,
Edzo,
Little Narrows,
Ferolle Point,
Bartibogue,
Blue River,
Bic,
Buffalo Narrows,
Crutwell,
Kleena Kleene,
Lamorandière,
Sproule Township,
Keithley Creek,
Ferme-Neuve,2115
Goldstream,
Loon,
Morrisburg,2728
Beauport,
Twillingate,
Great Shemogue,
Raymore,
Saint Anns,
Griffin Cove,
Mount Cartier,
Smith's,
Whale River,
Saint-Georges-de-Cacouna,
Sointula,
Chandindu,
Nelson Forks,
Gabriola,
Knowlton,
Watcomb,
Steep Rock,
Warner,
Yukon Crossing,
Armagh,
Lac Frontière,
Lourdes,
Port-Cariter-Ouest,
Forestburg,
Quatsino,
Chéticamp,
Kivitoo,
Moosehorn,
Nightingale,
Raleigh,
Lobo Township,
Beaverton,3237
Glenbush,
Chimo,
Fair Island,
Allenford,
Markdale,1514
Old Chelsea,
Ravendale,
Granville,
Kaladar Station,
Drinnan,
Marshallville,
Fort Radium,
Liscombe,
Onoway,
Rosalind,
Blind River,2966
Sainte-Hélène-de-Kamouraska,
Cochrane Hill,
Saint Anthony,
Ladner,
Ramea,
Donnacona,8014
Strathcona,
Saint-Athanase,
Stratford,30234
Hopedale,
Saint-François-de-Sales,
Elsas,
Glacier Creek,
Mahone Bay,
Manowan,
Apple River,
Broadview,
Spences Bridge,
Paynton,
Chesterville,1582
Foremost,
Beachburg,
Robsart,
Saint-Anicet,
Saint Walberg,
Debert,
Arrow River,
Notre Dame Junction,
Baie-du-Poste,
Bilby,
Fossmill,
Gananoque,5458
Pinkham,
Rivière-du-Loup-en-Bas,
Wallace,
Central Blissville,
Gold Bridge,
Donnelly,
Flat Bay,
Crosby,
Battle Creek,
Windsor,5408
Provost,2082
Saint Ann,
Leeville,
Barrett Lake,
McKinnon Harbour,
East Pine,
Potter,
Vantage,
Fleur de Lis Harbour,
Blairmore,2095
McIntosh,
Marchand,
Donald Landing,
Lavaltrie,8762
Shamattawa,
Stoneham,
Baden,
Ogoki,
Pierreville,2172
Barrys Bay,
Douglas Station,
Rigolet,
Bluesky,
New Carlisle,
Parkhill,1851
Gilbert Plains,
Amyot,
Côte-Sainte-Catherine,
Waltham Station,
Whitla,
Colliers,
Northbank,
Finch,
Doyles,
East Angus,3634
Ramsay,
Linton Junction,
Musquash,
Shebandowan,
East Mines,
North Portal,
San Josef Bay,
Penhold,1818
Rivière-Matane,
Glasnevin,
Victoria,
L'Orignal,
Parkdale,
Cambridge Station,
Lodge,
Pacific,
Chinook Valley,
Waugh,
Redonda Bay,
Boucherville,
Dakin,
Orangeville,32641
Taloyoak,
Allan Water,
Fond-du-Lac,
Gadsby,
Ashern,
Westview,
Chicoutimi,
Duck Bay,
Beauséjour,2886
Berthier,
Bridgewater,8070
Burwash,
Inwood,
Jacksons Landing,
Judah,
Mountain Park,
Victoria Road,
Longbank,
Cloverdale,
Pond Inlet,
Goldenville,
Ajax,
Kenaston,
Chandik,
Merrickville,
Great Whale River,
Chambly,
Patricia,
Gaultois,
Pointe-du-Chêne,
Powell River,12779
Carleton Place,9743
Carlton,
Lac-Saint-Paul,
Rivière-au-Doré,
Bridge River,
Makamik,
Grand Falls,5675
Readford,
Chipman,
Trepassey,
Mont-Alverne,
Charlton,
Clayhurst,
Forks,
Canim Lake,
Saint Georges de Beauce,
Iona,
Thurso,2476
Ruby Camp,
Croc,
Anderson River,
Grande-Ligne,
Jordan River,
Enderby,2830
Allison Harbour,
Madison,
Sherbrook,
Harvey,
Little Red River,
Bancroft,
Terrenceville,
Bell Island,
Ingersoll,11874
Parsons Pond,
Saint-Antonin,
Colwell,
Tintagel,
Norway,
Orleans,
Pinawa,1562
Sperling,
Yarmouth,7500
Cumberland,2630
Kaministikwia,
Nanymo,
Doré Lake,
Nouveau-Comptoir,
Portland Creek,
Sandspit,
Alticane,
Melville,4279
Pilleys,
Amazon,
Cherry Valley,
Oronocto,
Memramcook,
Saint-Roch,
Kaipotok,
Kinuso,
Rorketon,
Creighton Mine,
Falconbridge,
Stuie,
Little Salmon,
Nazko,
Notre-Dame-de-Lorette,
Saint-Fulgence,
Saint-Laurent,
Sheraton,
Chin,
Kapuskasing,9240
McAdam Junction,
Saint-Pie,3034
Port Hood,
Boundary,
Brent,
Port Hope,11765
Hinchliffe,
Eagle River,
Radisson,
Charlton Depot,
Newboro,
Molson,
Kaslo,
Dane,
Grenville,
Kirriemuir,
Saint-Antoine-du-Lac-Saint-Jean,
Whitbourne,
Madsen,
McKenzie Island,
Cassidy,
Bourlamaque,
Saint-Sauveur-des-Monts,4869
Mont-Carmel,
Lily Lake,
Ethelbert,
Eston,979
Nanoose Bay,
Yamaska,
Chandler,2863
Acme,
Port-Daniel,
Uplands,
Alma,
Parkers Cove,
Baine Harbour,
Burwash Landing,
New Ross,
Shell Lake,
Wiarton,2481
Saint-Féréol,
Saint-Raymond,3570
West LaHave,
Fort Selkirk,
Muskoka Falls,
Massey,
Tilt Cove,
Hondo,
Parkland,
Alvena,
Beacon Corner,
Saint Lazare,
Ootischenia,
Tilting,
Maple Grove,
Langenburg,1034
Nelson House,
Shawinigan,49161
Franchere,
Lake Louise,
Kingsville,
Lower La Barge,
Thetford Mines,22007
Cunningham Landing,
Napinka,
Spirit River,1157
Notre Dame,
San Joseph Bay,
Madoc,1827
Carnegie,
Stanhope,
Seldom,
West Saint Modeste,
Chief Lake,
Valeport,
Cherry Grove,
Mulvihill,
Ascot Corner,
Landis,
Lorraine,
Inuvik,3022
Forest,3018
Bellsite,
Little Bay,
Agincourt,
Brackendale,
Chestermere,3590
Rainy River,
Shediac,4735
Tignish,
Olds,6947
Chesterville,
Weldon,
Leney,
Dolbeau,12916
Neelin,
Port Mellon,
Saint-Joachim,
Saint-Moïse,
Hawk Junction,
Masefield,
Michipicoten Harbour,
Gabarus,
Ware,
Geraldton,2349
Cobourg,18100
Naicam,
Cornwallis,
Pocahontas,
Pointe-Claire,
Fryatt,
Black Pines,
Gaskiers,
Cape Dyer,
Clemenceau,
Campbellton,12064
Deroche,
Fort Norman,
Inglis,
Kirkland Lake,7776
Londonderry,
Carmi,
Evelyn,
Coldwater,
Desmeloizes,
Dorset,
Hensall,1261
Laurentides,4922
Quyon,
Seaforth,
Pugwash,
Ragged Rapids,
Bend,
Iroquois,1297
Lanigan,1204
Pollockville,
Glassville,
Hedley,
Fort Saskatchewan,
Anson,
Oderin,
Demmitt,
Turin,
Tulita,
Heinsburg,
Valcartier Station,
Saint Catherines,
Chater,
McBride,
Jonquière,
Cut Knife,
Lorneville,
Cowley,
Raley,
Red Lake,
Kuujjuaq,
Peace River Crossing,
Port Hawkesbury,3564
Renwer,
Barry Bay,
Reaburn,
Haines Junction,1148
Kakabeka Falls,
Tukik,
Sirdar,
Cape Norman,
Crowfoot,
Yellowknife,15866
Bateman,
Saint George's Hill,
Snag,
Martin House,
Ikaluktutiak,
Terrington Basin,
Kanaaupscow,
Gander,8772
Canmore,12289
Gimli,2009
Birch River,
Point Tupper,
Rose Blanche,
Manouane,
Northern Bight,
Bartibog,
Saint Romald,
Minto,
Wawota,
Lac-des-Commissaires Station,
Red River,
Burnside Harbour,
Vivian Station,
Stoughton,
Vanderhoof,1462
Saskatoon,198957
Conrad,
Fourchu,
Louiseville,5819
Beavermouth,
Burgoyne Cove,
Cléricy,
Delisle,
Silverdale,
Woking,
Lancaster,
Dinorwick,
Badger,
Camp Canol,
Waswanipi,
Waweig,
Wekweti,
Ansonville,
Cape Pine,
Clairmont,1483
D'Escousse,
Dina,
Newport,
Oakville,
Rabbit Lake,
Black Lake,
Inoucdjouac,
Isle Pierre,
Shouldice,
Saint-Jean-de-Dieu,1161
Saint-Roch-des-Aulnaies,
Iglungayut,
Belmont,
Cap-des-Rosiers,
Deux Rivières,
Hunter River,
Brantford,87761
Bjorkdale,
Elmsdale,
Pools Harbor,
Rich Lake,
Lindbergh,
Notre-Dame-de-la-Salette,
Scarborough Junction,
Donalda,
Halkirk,
Schreiber,
Saint Jean,
McMorran,
Fruitvale,3790
Aroostook,
Aldergrove,11963
McGillivray,
Empress,
Sunny Bank,
Wilberforce,
Colinet,
Goose Bay,
Fraser Lake,
Lake Windermere,
Forestdale,
Rocanville,
McClintock,
Terence Bay,
Rivière-aux-Graines,
Dixonville,
Edmonton,822319
Étang-du-Nord,
Valleyfield,
Frobisher Bay,
Rivière-à-Pierre,
Tichborne,
Buckingham,21373
Mauricie,
Aylmer,
Lac Sainte-Marie,
Vernon,
Bonarlaw,
Moreland,
Lockeport,
Radville,
Red Pass,
Alexis Creek,
Widewater,
Mercoal,
Somme,
Golden,4038
Listowel,6237
Larder Lake,
Winter,
Armit,
Torrance,
Lintlaw,
Tusket Wedge,
Preston,
Sayabec,1702
Nicolet,5257
Harty Station,
Obiduan,
Ravensworth,
Calder,
Chapais,1824
